symbol,name,exchange,listing_date
LIAU,Stone Ridge 2060 Inflation-Protected Longevity Income ETF,BATS,16-09-2024
LIAV,Stone Ridge 2061 Inflation-Protected Longevity Income ETF,BATS,16-09-2024
LIAW,Stone Ridge 2062 Inflation-Protected Longevity Income ETF,BATS,16-09-2024
LIAX,Stone Ridge 2063 Inflation-Protected Longevity Income ETF,BATS,16-09-2024
LIBD,Stone Ridge 2065 InflationProtected Longevity Income ETF,BATS,06-01-2025
LICN,Lichen China Ltd - Class A,NASDAQ,06-02-2023
LICY,Li-Cycle Holdings Corp - Class A,NYSE,16-11-2020
LIDR,AEye Inc - Class A,NASDAQ,11-01-2021
LIDRW,AEye Inc - Warrants (16/08/2026),NASDAQ,06-01-2021
LIEN,Chicago Atlantic BDC Inc,NASDAQ,04-02-2022
LIF,Life360 Inc,NASDAQ,06-06-2024
LII,Lennox International Inc,NYSE,29-07-1999
LILA,Liberty Latin America Ltd - Class A,NASDAQ,02-07-2015
LILAK,Liberty Latin America Ltd - Class C,NASDAQ,02-07-2015
LIMI,THEMES LITHIUM & BATTERY METAL MINERS ETF ,BATS,24-09-2024
LIN,Linde Plc.,NASDAQ,01-10-2018
LINC,Lincoln Educational Services Corp,NASDAQ,23-06-2005
LIND,Lindblad Expeditions Holdings Inc,NASDAQ,09-07-2015
LINE,Lineage Inc,NASDAQ,25-07-2024
LINK,Interlink Electronics,NASDAQ,24-02-2012
LION,Lionsgate Studios Corp,NASDAQ,14-05-2024
LIONU,Lionheart III Corp - Units (1 Ord Share Class A & 1/2 War),NASDAQ,04-11-2021
LIPO,Lipella Pharmaceuticals Inc,NASDAQ,19-12-2022
LIQT,LiqTech International Inc,NASDAQ,31-08-2011
LIT,Global X Lithium & Battery Tech ETF,NYSE ARCA,23-07-2010
LITB,LightInTheBox Holding Co Ltd,NYSE,06-06-2013
LITE,Lumentum Holdings Inc,NASDAQ,04-08-2015
LITM,Snow Lake Resources Ltd,NASDAQ,19-11-2021
LITP,Sprott Lithium Miners ETF,NASDAQ,02-02-2023
LITT,Logistics Innovation Technologies Corp - Class A,NASDAQ,12-08-2021
LITTU,Logistics Innovation Technologies Corp - Units (1 Ord Share Class A & 1/3 War),NASDAQ,11-06-2021
LITTW,Logistics Innovation Technologies Corp - Warrants (10/06/2026),NASDAQ,11-08-2021
LIVE,Live Ventures Inc,NASDAQ,02-01-2001
LIVN,LivaNova PLC,NASDAQ,19-10-2015
LIVR,Intelligent Livermore ETF,NASDAQ,18-09-2024
LIXT,Lixte Biotechnology Holdings Inc,NASDAQ,08-04-2010
LIXTW,Lixte Biotechnology Holdings Inc - Warrants (01/01/2025),NASDAQ,25-11-2020
LJAN,Innovator Premium Income 15 Buffer ETF - January,BATS,02-01-2024
LJUL,Innovator Premium Income 15 Buffer ETF - July,BATS,01-07-2024
LKCO,Luokung Technology Corp,NASDAQ,23-08-2018
LKFN,Lakeland Financial Corp,NASDAQ,14-08-1997
LKOR,FLEXSHARES CREDIT-SCORED US LONG CORPORATE BOND INDEX FUND ,BATS,24-09-2015
LKQ,LKQ Corp,NASDAQ,03-10-2003
LLDR,Global X Long-Term Treasury Ladder ETF,NYSE ARCA,10-09-2024
LLY,Lilly(Eli) & Company,NYSE,01-06-1972
LLYVA,Liberty Media Corp (New Liberty Live) Series A,NASDAQ,04-08-2023
LLYVK,Liberty Media Corp (New Liberty Live) Series C,NASDAQ,04-08-2023
LLYX,DEFIANCE DAILY TARGET 2X LONG LLY ETF ,NYSE ARCA,08-08-2024
LMACA,Liberty Media Acquisition Corp - Series A,NASDAQ,16-03-2021
LMACU,Liberty Media Acquisition Corp - Units (1 Ord Share Ser A & 1/5 War),NASDAQ,22-01-2021
LMACW,Liberty Media Acquisition Corp - Warrants (22/01/2026),NASDAQ,15-03-2021
LMAT,Lemaitre Vascular Inc,NASDAQ,19-10-2006
LMB,Limbach Holdings Inc,NASDAQ,21-01-2016
LMBO,Direxion Daily Crypto Industry Bull 2X Shares,NYSE ARCA,17-07-2024
LMBS,FIRST TRUST LOW DURATION OPPORTUNITIES ETF ,NASDAQ,05-11-2014
LMFA,LM Funding America Inc,NASDAQ,08-12-2015
LMND,Lemonade Inc,NYSE,02-07-2020
LMND-WS,Lemonade Inc - Warrants (09/02/2026),NYSE MKT,10-03-2023
LMNL,Liminal Biosciences Inc,NASDAQ,18-11-2019
LMNR,Limoneira Company,NASDAQ,08-11-2001
LMT,Lockheed Martin Corp,NYSE,03-01-1977
LNC,Lincoln National Corp,NYSE,05-10-1984
LNC-P-D,Lincoln National Corp,NYSE,16-11-2022
LND,Brasilagro Companhia Brasileira De Propriedade Agricola,NYSE,15-05-2012
LNG,Cheniere Energy Inc,NYSE MKT,04-04-1994
LNGZ,Range Global LNG Ecosystem Index ETF,NYSE ARCA,24-01-2024
LNKB,Linkbancorp Inc,NASDAQ,01-06-2020
LNKS,Linkers Industries Ltd - Class A,NASDAQ,05-12-2024
LNN,Lindsay Corporation,NYSE,26-03-1990
LNSR,LENSAR Inc,NASDAQ,02-10-2020
LNT,Alliant Energy Corp,NASDAQ,05-01-1988
LNTH,Lantheus Holdings Inc,NASDAQ,25-06-2015
LNW,Light & Wonder Inc,NASDAQ,23-04-1992
LNZA,LanzaTech Global Inc - Class A,NASDAQ,24-09-2021
LNZAW,LanzaTech Global Inc - Warrants (06/02/2028),NASDAQ,10-02-2023
LOAN,Manhattan Bridge Capital Inc,NASDAQ,13-05-1999
LOAR,Loar Holdings Inc,NYSE,25-04-2024
LOB,Live Oak Bancshares Inc,NYSE,23-07-2015
LOBO,Lobo Ev Technologies Ltd,NASDAQ,21-03-2024
LOCL,Local Bounti Corp - Class A,NYSE,19-04-2021
LOCO,El Pollo Loco Holdings Inc,NASDAQ,25-07-2014
LOCT,Innovator Premium Income 15 Buffer ETF - October,BATS,02-10-2023
LODE,Comstock Inc,NYSE MKT,18-03-2003
LOGC,ContextLogic Inc - Class A,NASDAQ,16-12-2020
LOGI,Logitech International S.A.,NASDAQ,31-03-1997
LOMA,Loma Negra Compania Industrial Argentina Sociedad Anonima,NYSE,01-11-2017
LONZ,PIMCO Senior Loan Active ExchangeTraded Fund,NYSE ARCA,09-06-2022
LOOP,Loop Industries Inc,NASDAQ,20-11-2017
LOPE,Grand Canyon Education Inc,NASDAQ,20-11-2008
LOPP,GABELLI LOVE OUR PLANET & PEOPLE ETF ,NYSE ARCA,01-02-2021
LOT,Lotus Technology Inc,NASDAQ,22-02-2024
LOTWW,Lotus Technology Inc - Warrants (23/02/2029),NASDAQ,23-02-2024
LOUP,Innovator Deepwater Frontier Tech ETF,NYSE ARCA,25-07-2018
LOVE,Lovesac Company,NASDAQ,27-06-2018
LOW,Lowe`s Cos. Inc,NYSE,01-07-1985
LOWV,AB US LOW VOLATILITY EQUITY ETF ,NYSE ARCA,22-03-2023
LPA,Logistic Properties of the Americas,NYSE MKT,28-03-2024
LPAA,Launch One Acquisition Corp - Class A,NASDAQ,03-09-2024
LPAAU,Launch One Acquisition Corp - Units (1 Ord Class A & 1/2 War),NASDAQ,12-07-2024
LPAAW,Launch One Acquisition Corp - Warrants(13/06/2029),NASDAQ,03-09-2024
LPBB,Launch Two Acquisition Corp,NASDAQ,29-11-2024
LPBBU,Launch Two Acquisition Corp - Units (1 Ord Class A & 1/2 War),NASDAQ,08-10-2024
LPBBW,Launch Two Acquisition Corp Warrant,NASDAQ,29-11-2024
LPCN,Lipocine Inc,NASDAQ,22-10-2013
LPG,Dorian LPG Ltd,NYSE,08-05-2014
LPL,LG Display Co Ltd,NYSE,22-07-2004
LPLA,LPL Financial Holdings Inc,NASDAQ,18-11-2010
LPRO,Open Lending Corp,NASDAQ,06-03-2018
LPSN,Liveperson Inc,NASDAQ,07-04-2000
LPTH,Lightpath Technologies Inc - Class A,NASDAQ,28-02-1996
LPTX,Leap Therapeutics Inc,NASDAQ,25-01-2017
LPX,Louisiana-Pacific Corp,NYSE,04-01-1982
LQAI,LG QRAFT AI-POWERED U.S. LARGE CAP CORE ETF ,NYSE ARCA,07-11-2023
LQD,ISHARES IBOXX $ INVESTMENT GRADE CORPORATE BOND ETF ,NYSE ARCA,26-07-2002
LQDA,Liquidia Corp,NASDAQ,26-07-2018
LQDB,ISHARES BBB RATED CORPORATE BOND ETF ,NYSE ARCA,20-05-2021
LQDH,ISHARES INTEREST RATE HEDGED CORPORATE BOND ETF ,NYSE ARCA,17-06-2014
LQDI,ISHARES INFLATION HEDGED CORPORATE BOND ETF ,BATS,10-05-2018
LQDT,Liquidity Services Inc,NASDAQ,27-02-2006
LQDW,ISHARES INVESTMENT GRADE CORPORATE BOND BUYWRITE STRATEGY ETF ,BATS,22-08-2022
LQIG,SPDR MARKETAXESS INVESTMENT GRADE 400 CORPORATE BOND ETF ,NYSE ARCA,12-05-2022
LQPE,PEO AlphaQuest Thematic PE ETF,NYSE ARCA,28-01-2025
LRCX,Lam Research Corp,NASDAQ,26-03-1990
LRE,Lead Real Estate Co Ltd,NASDAQ,27-09-2023
LRFC,Logan Ridge Finance Corporation,NASDAQ,25-09-2013
LRGC,AB US LARGE CAP STRATEGIC EQUITIES ETF ,NYSE ARCA,20-09-2023
LRGE,CLEARBRIDGE LARGE CAP GROWTH ESG ETF ,NASDAQ,25-05-2017
LRGF,ISHARES U.S. EQUITY FACTOR ETF ,NYSE ARCA,30-04-2015
LRGG,MACQUARIE FOCUSED LARGE GROWTH ETF ,NYSE ARCA,15-05-2024
LRHC,La Rosa Holdings Corp,NASDAQ,09-10-2023
LRMR,Larimar Therapeutics Inc,NASDAQ,19-06-2014
LRN,Stride Inc,NYSE,13-12-2007
LRND,NYLI U.S. LARGE CAP R&D LEADERS ETF ,NASDAQ,08-02-2022
LSAF,LeaderShares AlphaFactor US Core Equity ETF,NYSE ARCA,02-10-2018
LSAK,Lesaka Technologies Inc,NASDAQ,19-04-1999
LSAT,LeaderShares AlphaFactor Tactical Focused ETF,NYSE ARCA,27-10-2020
LSB,LakeShore Biopharma Co Ltd,NASDAQ,16-03-2023
LSBK,Lake Shore Bancorp,NASDAQ,05-04-2006
LSBPW,LakeShore Biopharma Co Ltd - Warrants (15/03/2028),NASDAQ,10-08-2021
LSCC,Lattice Semiconductor Corp,NASDAQ,26-03-1990
LSE,Leishen Energy Holding Co Ltd,NASDAQ,19-12-2024
LSEA,Landsea Homes Corporation - Class A,NASDAQ,29-06-2018
LSEAW,Landsea Homes Corporation Warrant,NASDAQ,12-10-2023
LSEQ,HARBOR LONG-SHORT EQUITY ETF ,NYSE ARCA,04-12-2023
LSF,Laird Superfood Inc,NYSE MKT,23-09-2020
LSGR,NATIXIS LOOMIS SAYLES FOCUSED GROWTH ETF ,NYSE ARCA,29-06-2023
LSH,Lakeside Holding Ltd,NASDAQ,28-06-2024
LSPD,Lightspeed Commerce Inc (Sub Voting),NYSE,13-08-2019
LSPRU,ZyVersa Therapeutics Inc - Units (1 Ord Share Class A & 3/4 War),NASDAQ,21-12-2021
LST,Leuthold Select Industries ETF,NYSE,21-01-2025
LSTA,Lisata Therapeutics Inc,NASDAQ,01-03-1999
LSTR,Landstar System Inc,NASDAQ,05-03-1993
LTBR,Lightbridge Corp,NASDAQ,13-11-2000
LTC,LTC Properties Inc,NYSE,25-08-1992
LTH,Life Time Group Holdings Inc,NYSE,07-10-2021
LTL,PROSHARES ULTRA COMMUNICATION SERVICES ,NYSE ARCA,22-05-2008
LTM,LATAM Airlines Group SA,NYSE,07-11-1997
LTPZ,PIMCO 15+ YEAR U.S. TIPS INDEX EXCHANGE-TRADED FUND ,NYSE ARCA,08-09-2009
LTRN,Lantern Pharma Inc,NASDAQ,11-06-2020
LTRPA,Liberty TripAdvisor Holdings Inc - Series A,NASDAQ,27-08-2014
LTRPB,Liberty TripAdvisor Holdings Inc - Series B,NASDAQ,28-08-2014
LTRX,Lantronix Inc,NASDAQ,04-08-2000
LTRY,Lottery.com Inc,NASDAQ,13-06-2018
LTRYW,Lottery.com Inc - Warrants (29/10/2026),NASDAQ,13-06-2018
LU,Lufax Holding Ltd,NYSE,30-10-2020
LUCD,Lucid Diagnostics Inc,NASDAQ,14-10-2021
LUCK,Lucky Strike Entertainment Corp - Class A,NYSE,23-04-2021
LUCY,Innovative Eyewear Inc,NASDAQ,15-08-2022
LUCYW,Innovative Eyewear Inc - Warrants(31/12/2023),NASDAQ,15-08-2022
LULU,Lululemon Athletica Inc,NASDAQ,27-07-2007
LUMN,Lumen Technologies Inc,NYSE,05-11-1987
LUNG,Pulmonx Corp,NASDAQ,01-10-2020
LUNR,Intuitive Machines Inc - Class A,NASDAQ,17-11-2021
LUNRW,Intuitive Machines Inc - Warrants (13/02/2028),NASDAQ,16-11-2021
LUV,Southwest Airlines Company,NYSE,02-01-1980
LUX,Tema Luxury ETF,NYSE ARCA,11-05-2023
LVAC,Lava Medtech Acquisition Corp - Class A,NASDAQ,22-12-2021
LVACW,Lava Medtech Acquisition Corp - Warrants (21/10/2026),NASDAQ,17-12-2021
LVHD,FRANKLIN U.S. LOW VOLATILITY HIGH DIVIDEND INDEX ETF ,NASDAQ,29-12-2015
LVHI,FRANKLIN INTERNATIONAL LOW VOLATILITY HIGH DIVIDEND INDEX ETF ,BATS,28-07-2016
LVLU,Lulus Fashion Lounge Holdings Inc,NASDAQ,11-11-2021
LVO,LiveOne Inc,NASDAQ,18-08-2017
LVOL,AMERICAN CENTURY LOW VOLATILITY ETF ,NYSE ARCA,14-01-2021
LVRO,Lavoro Ltd - Class A,NASDAQ,01-11-2021
LVROW,Lavoro Ltd - Warrants (08/02/2028),NASDAQ,02-11-2021
LVS,Las Vegas Sands Corp,NYSE,15-12-2004
LVTX,LAVA Therapeutics NV,NASDAQ,25-03-2021
LVWR,LiveWire Group Inc,NYSE,26-09-2022
LVWR-WS,LiveWire Group Inc - Warrants (01/01/9999),NYSE,27-09-2022
LW,Lamb Weston Holdings Inc,NYSE,10-11-2016
LWAY,Lifeway Foods Inc,NASDAQ,18-08-1995
LWLG,Lightwave Logic Inc,NASDAQ,13-07-2007
LX,LexinFintech Holdings Ltd,NASDAQ,21-12-2017
LXEH,Lixiang Education Holding Co Ltd,NASDAQ,01-10-2020
LXEO,Lexeo Therapeutics Inc,NASDAQ,03-11-2023
LXFR,Luxfer Holdings PLC,NYSE,03-10-2012
LXP,LXP Industrial Trust,NYSE,22-10-1993
LXP-P-C,LXP Industrial Trust,NYSE,22-09-2014
LXRX,Lexicon Pharmaceuticals Inc,NASDAQ,07-04-2000
LXU,LSB Industries Inc,NYSE,02-01-1980
LYB,LyondellBasell Industries NV - Class A,NYSE,28-04-2010
LYEL,Lyell Immunopharma Inc,NASDAQ,17-06-2021
LYFE,2ndVote Life Neutral Plus ETF,BATS,18-11-2020
LYFT,Lyft Inc Cls A,NASDAQ,29-03-2019
LYG,Lloyds Banking Group plc,NYSE,27-11-2001
LYLD,CAMBRIA LARGECAP SHAREHOLDER YIELD ETF ,BATS,12-07-2024
LYRA,Lyra Therapeutics Inc,NASDAQ,01-05-2020
LYT,Lytus Technologies Holdings PTV Ltd,NASDAQ,15-06-2022
LYTS,LSI Industries Inc,NASDAQ,26-03-1990
LYV,Live Nation Entertainment Inc,NYSE,21-12-2005
LZ,LegalZoom.com Inc,NASDAQ,30-06-2021
LZB,La-Z-Boy Inc,NYSE,05-01-1988
LZM,Lifezone Metals Ltd,NYSE,05-07-2023
LZM-WS,Lifezone Metals Ltd - Warrants (05/07/2028),NYSE,06-07-2023
M,Macy`s Inc,NYSE,05-02-1992
MA,Mastercard Incorporated - Class A,NYSE,25-05-2006
MAA,Mid-America Apartment Communities Inc,NYSE,28-01-1994
MAA-P-I,Mid-America Apartment Communities Inc,NYSE,05-12-2016
MAC,Macerich Company,NYSE,10-03-1994
MACI,Melar Acquisition Corp I - Class A,NASDAQ,17-07-2024
MACIU,Melar Acquisition Corp I - Units (1 Ord Class A & 1 War),NASDAQ,18-06-2024
MACIW,Melar Acquisition Corp I - Warrants (01/06/2031),NASDAQ,17-07-2024
MACK,Merrimack Pharmaceuticals Inc,NASDAQ,29-03-2012
MADE,ISHARES U.S. MANUFACTURING ETF ,NYSE ARCA,18-07-2024
MAG,MAG Silver Corp,NYSE MKT,30-06-1989
MAGA,POINT BRIDGE AMERICA FIRST ETF ,BATS,07-09-2017
MAGG,MADISON AGGREGATE BOND ETF ,NYSE ARCA,29-08-2023
MAGN,Magnera Corp,NYSE,16-05-1984
MAGS,Roundhill Magnificent Seven ETF,NASDAQ,11-04-2023
MAIA,MAIA Biotechnology Inc,NYSE MKT,28-07-2022
MAIN,Main Street Capital Corporation,NYSE,09-10-2007
MAKX,PROSHARES S&P KENSHO SMART FACTORIES ETF ,NYSE ARCA,30-09-2021
MAMA,Mama`s Creations Inc,NASDAQ,17-07-2014
MAMB,MONARCH AMBASSADOR INCOME INDEX ETF ,BATS,24-03-2021
MAMO,Massimo Group,NASDAQ,02-04-2024
MAN,ManpowerGroup,NYSE,05-10-1988
MANH,Manhattan Associates Inc,NASDAQ,23-04-1998
MANU,Manchester United Plc. - Class A,NYSE,10-08-2012
MAPP,HARBOR MULTI-ASSET EXPLORER ETF ,NYSE ARCA,14-09-2023
MAPS,WM Technology Inc - Class A,NASDAQ,01-10-2019
MAPSW,WM Technology Inc - Warrants (16/06/2026),NASDAQ,01-10-2019
MAR,Marriott International Inc - Class A,NASDAQ,13-10-1993
MARA,Marathon Digital Holdings Inc,NASDAQ,04-05-2012
MARB,FIRST TRUST MERGER ARBITRAGE ETF ,NYSE ARCA,05-02-2020
MARM,FT VEST U.S. EQUITY MAX BUFFER ETF - MARCH ,BATS,27-03-2024
MARO,Tidal Trust II YieldMax MARA Option Income Strategy,NYSE ARCA,10-12-2024
MARPS,Marine Petroleum Trust,NASDAQ,18-08-1995
MART,ALLIANZIM U.S. LARGE CAP BUFFER10 MAR ETF ,NYSE ARCA,01-03-2023
MARW,ALLIANZIM U.S. LARGE CAP BUFFER20 MAR ETF ,NYSE ARCA,01-03-2023
MARZ,TRUESHARES STRUCTURED OUTCOME (MARCH) ETF ,BATS,01-03-2021
MAS,Masco Corp,NYSE,10-06-1983
MASI,Masimo Corp,NASDAQ,08-08-2007
MASK,3 E Network Technology Group Ltd - Class A,NASDAQ,08-01-2025
MASS,908 Devices Inc,NASDAQ,18-12-2020
MAT,Mattel Inc,NASDAQ,04-01-1982
MATH,Metalpha Technology Holding Ltd,NASDAQ,20-10-2017
MATV,Mativ Holdings Inc,NYSE,09-11-1995
MATW,Matthews International Corp - Class A,NASDAQ,10-08-1994
MATX,Matson Inc,NYSE,03-05-1973
MAV,Pioneer Municipal High Income Advantage Fund Inc,NYSE,23-10-2003
MAX,MediaAlpha Inc - Class A,NYSE,28-10-2020
MAXI,SIMPLIFY BITCOIN STRATEGY PLUS INCOME ETF ,NASDAQ,30-09-2022
MAXJ,ISHARES LARGE CAP MAX BUFFER JUN ETF ,BATS,01-07-2024
MAXN,Maxeon Solar Technologies Ltd,NASDAQ,26-08-2020
MAYAU,Maywood Acquisition Corp - Units (1 Ord Shs & 1 Rts),NASDAQ,13-02-2025
MAYP,PGIM S&P 500 BUFFER 12 ETF - MAY ,BATS,01-05-2024
MAYS,J.W. Mays Inc,NASDAQ,26-02-1992
MAYT,ALLIANZIM U.S. LARGE CAP BUFFER10 MAY ETF ,NYSE ARCA,01-05-2023
MAYU,AllianzIM US Equity Buffer15 Uncapped May ETF,BATS,01-05-2024
MAYW,ALLIANZIM U.S. LARGE CAP BUFFER20 MAY ETF ,NYSE ARCA,01-05-2023
MAYZ,TRUESHARES STRUCTURED OUTCOME (MAY) ETF ,BATS,03-05-2021
MAZE,Maze Therapeutics Inc,NASDAQ,31-01-2025
MBAV,M3 Brigade Acquisition V Corp - Class A,NASDAQ,23-09-2024
MBAVU,M3 Brigade Acquisition V Corp - Units (1 Ord Share Class A & 1/3 War),NASDAQ,01-08-2024
MBAVW,M3 Brigade Acquisition V Corp - Warrants(02/07/2029),NASDAQ,23-09-2024
MBAY,Mediabay Inc,NASDAQ,29-09-2017
MBB,ISHARES MBS ETF ,NASDAQ,16-03-2007
MBBB,VANECK MOODY'S ANALYTICS BBB CORPORATE BOND ETF ,BATS,02-12-2020
MBC,MasterBrand Inc,NYSE,09-12-2022
MBC-W,MasterBrand Inc WhenIssued,NYSE,09-12-2022
MBCC,MONARCH BLUE CHIPS CORE INDEX ETF ,BATS,24-03-2021
MBCN,Middlefield Banc Corp,NASDAQ,05-06-2002
MBI,MBIA Inc,NYSE,02-07-1987
MBIN,Merchants Bancorp,NASDAQ,27-10-2017
MBINM,Merchants Bancorp,NASDAQ,23-09-2022
MBINN,Merchants Bancorp Depositary Shares 6.00 Fixed Rate Series C NonCumulative Perpetual Preferred Stock,NASDAQ,17-03-2021
MBIO,Mustang Bio Inc,NASDAQ,22-08-2017
MBLY,Mobileye Global Inc - Class A,NASDAQ,26-10-2022
MBND,SPDR NUVEEN MUNICIPAL BOND ETF ,BATS,04-02-2021
MBNE,SPDR(R) NUVEEN MUNICIPAL BOND ESG ETF ,BATS,05-04-2022
MBNKP,Medallion Bank,NASDAQ,17-12-2019
MBOT,Microbot Medical Inc,NASDAQ,25-03-1992
MBOX,FREEDOM DAY DIVIDEND ETF ,NYSE ARCA,05-05-2021
MBRX,Moleculin Biotech Inc,NASDAQ,02-06-2016
MBS,Angel Oak Mortgage-Backed Securities ETF,NASDAQ,20-02-2024
MBSD,FLEXSHARES DISCIPLINED DURATION MBS INDEX FUND ,NYSE ARCA,04-09-2014
MBSF,Regan Floating Rate MBS ETF,NYSE ARCA,28-02-2024
MBUU,Malibu Boats Inc - Class A,NASDAQ,31-01-2014
MBWM,Mercantile Bank Corp,NASDAQ,20-07-1999
MBX,MBX Biosciences Inc,NASDAQ,13-09-2024
MC,Moelis & Co - Class A,NYSE,16-04-2014
MCAA,Mountain & Co I Acquisition Corp - Class A,NASDAQ,29-12-2021
MCAAU,Mountain & Co I Acquisition Corp - Units (1 Ord Class A & 1/2 War),NASDAQ,05-11-2021
MCAAW,Mountain & Co I Acquisition Corp - Warrants - (04/11/2026),NASDAQ,29-12-2021
MCACR,ConnectM Technology Solutions Inc,NASDAQ,01-07-2022
MCACU,ConnectM Technology Solutions Inc - Units (1 Ord Class A 1 War & 1 Right),NASDAQ,11-05-2022
MCACW,ConnectM Technology Solutions Inc - Warrants (10/05/2027),NASDAQ,05-07-2022
MCAG,Mountain Crest Acquisition Corp V,NASDAQ,03-12-2021
MCAGR,Mountain Crest Acquisition Corp V,NASDAQ,06-12-2021
MCAGU,Mountain Crest Acquisition Corp V - Units (1 1 Rights),NASDAQ,12-11-2021
MCB,Metropolitan Bank Holding Corp,NYSE,08-11-2017
MCBS,MetroCity Bankshares Inc,NASDAQ,19-01-2017
MCD,McDonald`s Corp,NYSE,02-01-1970
MCDS,JPMorgan Fundamental Data Science Mid Core ETF,NASDAQ,08-08-2024
MCFT,MasterCraft Boat Holdings Inc,NASDAQ,17-07-2015
MCH,MATTHEWS CHINA ACTIVE ETF ,NYSE ARCA,14-07-2022
MCHI,ISHARES MSCI CHINA ETF ,NASDAQ,31-03-2011
MCHP,Microchip Technology Inc,NASDAQ,19-03-1993
MCHS,MATTHEWS CHINA DISCOVERY ACTIVE ETF ,NASDAQ,11-01-2024
MCHX,Marchex Inc - Class B,NASDAQ,31-03-2004
MCI,Barings Corporate Investors,NYSE,01-07-1985
MCK,Mckesson Corporation,NYSE,15-11-1994
MCN,Madison Covered Call & Equity Strategy Fund,NYSE,02-08-2004
MCO,Moody`s Corp,NYSE,31-10-1994
MCOM,METRICOM INC,NASDAQ,26-02-2024
MCR,MFS Charter Income Trust,NYSE,11-01-1990
MCRB,Seres Therapeutics Inc,NASDAQ,26-06-2015
MCRI,Monarch Casino & Resort Inc,NASDAQ,10-08-1993
MCS,Marcus Corp,NYSE,29-03-1990
MCSE,Martin Currie Sustainable International Equity ETF,NASDAQ,31-10-2022
MCTR,CTRL Group Ltd,NASDAQ,22-01-2025
MCVT,Mill City Ventures III Ltd,NASDAQ,21-03-2016
MCW,Mister Car Wash Inc,NYSE,25-06-2021
MCY,Mercury General Corp,NYSE,26-03-1990
MD,Pediatrix Medical Group Inc,NYSE,20-09-1995
MDAI,Spectral AI Inc - Class A,NASDAQ,06-04-2021
MDAIW,Spectral AI Inc - Warrants (11/09/2028),NASDAQ,05-04-2021
MDB,MongoDB Inc - Class A,NASDAQ,19-10-2017
MDBH,MDB Capital Holdings LLC - Class A,NASDAQ,21-09-2023
MDCXW,Medicus Pharma Ltd warrant,NASDAQ,14-11-2024
MDEV,FIRST TRUST INDXX MEDICAL DEVICES ETF ,BATS,23-06-2021
MDGL,Madrigal Pharmaceuticals Inc,NASDAQ,06-02-2007
MDIA,MediaCo Holding Inc - Class A,NASDAQ,06-01-2020
MDIV,MULTI-ASSET DIVERSIFIED INCOME INDEX FUND ,NASDAQ,14-08-2012
MDLV,MORGAN DEMPSEY LARGE CAP VALUE ETF ,BATS,26-04-2023
MDLZ,Mondelez International Inc - Class A,NASDAQ,13-06-2001
MDPL,Monarch Dividend Plus Index ETF,BATS,07-03-2024
MDRR,Medalist Diversified REIT Inc,NASDAQ,28-11-2018
MDRRP,Medalist Diversified REIT Inc,NASDAQ,13-02-2020
MDST,Westwood Salient Enhanced Midstream Income ETF,NYSE,09-04-2024
MDT,Medtronic Plc,NYSE,31-12-1981
MDU,MDU Resources Group Inc,NYSE,05-11-1987
MDU-W,MDU Resources Group Inc WhenIssued,NYSE,25-05-2023
MDV,Modiv Industrial Inc - Class C,NYSE,11-02-2022
MDV-P-A,Modiv Industrial Inc,NYSE,15-09-2021
MDWD,MediWound Ltd,NASDAQ,20-03-2014
MDXG,Mimedx Group Inc,NASDAQ,22-08-2007
MDXH,MDxHealth SA,NASDAQ,04-11-2021
MDY,S&P MidCap 400 ETF,NYSE ARCA,04-05-1995
MDYG,SPDR(R) S & P 400 MID CAP GROWTH ETF ,NYSE ARCA,15-11-2005
MDYV,SPDR(R) S & P 400 MID CAP VALUE ETF ,NYSE ARCA,15-11-2005
ME,23andMe Holding Co - Class A,NASDAQ,23-11-2020
MEAR,BLACKROCK SHORT MATURITY MUNICIPAL BOND ETF ,BATS,05-03-2015
MEC,Mayville Engineering Company Inc,NYSE,09-05-2019
MED,Medifast Inc,NYSE,31-12-1993
MEDI,HARBOR HEALTH CARE ETF ,NYSE ARCA,17-11-2022
MEDP,Medpace Holdings Inc,NASDAQ,11-08-2016
MEDX,HORIZON KINETICS MEDICAL ETF ,NASDAQ,31-01-2023
MEG,Montrose Environmental Group Inc,NYSE,23-07-2020
MEGI,MainStay CBRE Global Infrastructure Megatrends Fund,NYSE,27-10-2021
MEGL,Magic Empire Global Ltd,NASDAQ,05-08-2022
MEI,Methode Electronics Inc,NYSE,23-03-1990
MEIP,MEI Pharma Inc,NASDAQ,18-12-2003
MEKA,MELI Kaszek Pioneer Corp - Class A,NASDAQ,29-09-2021
MELI,MercadoLibre Inc,NASDAQ,10-08-2007
MEM,MATTHEWS EMERGING MARKETS EQUITY ACTIVE ETF ,NYSE ARCA,14-07-2022
MEMS,MATTHEWS EMERGING MARKETS DISCOVERY ACTIVE ETF ,NASDAQ,11-01-2024
MEMX,MATTHEWS EMERGING MARKETS EX CHINA ACTIVE ETF ,NYSE ARCA,11-01-2023
MEOA,Minority Equality Opportunities Acquisition Inc - Class A,NASDAQ,18-10-2021
MEOAW,Minority Equality Opportunities Acquisition Inc - Warrants (26/08/2026),NASDAQ,18-10-2021
MEOH,Methanex Corp,NASDAQ,19-05-1992
MER-P-K,Bank Of America Corp,NYSE,22-09-2014
MERC,Mercer International Inc,NASDAQ,26-03-1990
MESA,Mesa Air Group Inc,NASDAQ,10-08-2018
